,term,controversy,tfidf,logodds
152,ministro,,8.651674514052465e-06,
153,volunteering,,3.441399091757688e-05,0.32106976792686115
154,endangeredspeciesact,,1.8439617412176795e-05,
155,either,,0.0,0.093696097615225
156,imhe,,1.649476784107472e-05,
157,dirigida,,1.7058574202548016e-05,
158,internationalfirefightersday,,0.00015859355228239506,
159,andrewgillum,,7.491335874186973e-06,
160,wave,,6.423147032069091e-06,0.2124394376428687
161,walkout,,4.265524941374223e-05,
162,peteralexander,,1.036044151453035e-05,
163,perishing,,7.75603558924331e-06,
164,yknow,,8.380630230776306e-06,
165,ageappropriate,,1.580130194321501e-05,
166,festive,,3.487402669450994e-05,
167,feature,,1.2513754039671586e-05,0.2877088665637476
168,galvanize,,2.316590208921099e-05,
169,landry,,1.8524920431740063e-05,
170,junemedical,,2.1239813241676594e-05,
171,cbc,,2.7616545146273888e-05,
172,ayiti,,1.465683417369128e-05,
173,votingforbernie,,1.305429734917603e-05,
174,francis,,3.58591812809045e-05,
175,virulent,,2.6243630843707763e-05,
176,checkup,,2.5341074046648133e-05,
177,mcfarlane,,9.273079241762523e-06,
178,roevswade,,3.700810189099925e-05,
179,prospective,,2.5059395216451923e-05,
180,hello,,1.940709497917954e-05,0.025204241368957457
181,coronaviruswhich,,1.5730382469269387e-05,
182,intell,,1.619713851510367e-05,
183,damndest,,1.1279019394400521e-05,
184,message,,0.0,0.013100301312544053
185,belong,,4.50775967026449e-05,0.6542994004360524
186,therapy,,1.7752088688455236e-05,0.1104545164384005
187,dayofremembrance,,8.959555244332943e-05,
188,liheapaction,,7.511130191413819e-06,
189,skewed,,3.0097871138018092e-05,
190,reparations,,5.025298740381803e-05,
191,pronto,,2.9462340555714112e-05,
192,miamiherald,,1.4384295113167742e-05,
193,destinies,,3.6752168399065596e-05,
194,corruptos,,1.633803586876372e-05,
195,benchmark,,3.311889544725651e-05,
196,dinger,,8.801576426013466e-06,
197,oats,,7.4037258085842515e-06,
198,medina,,4.1464147818757934e-05,
199,infused,,1.4790179430702756e-05,
200,gottlieb,,2.838348999020612e-05,
201,reinfection,,1.1600115950411792e-05,
202,inviting,,7.544811686477557e-06,0.16547423513603385
203,floridaman,,1.1606327698100016e-05,
204,dragons,,3.52133332930789e-05,
205,get_payment,0.2180792184450535,0.0005460151308291088,0.5005959501346023
206,iraniraq,,1.5926398806120417e-05,
207,guilford,,1.9550586676838082e-05,
208,politicking,,1.3479829124550966e-05,
209,calma,,1.0503430794865734e-05,
210,histories,,2.7627292314544157e-05,
211,martinsville,,1.2453082068524395e-05,
212,polski,,1.3939864060386493e-05,
213,adhere,,3.4127968276306886e-05,
214,t38,,2.6212804878748268e-05,
215,establish,,0.0,0.19867781145891694
216,lte,,1.2885910633275777e-05,
217,450k,,1.3155926658953711e-05,
218,complex,,0.0,0.0034743600999545305
219,backgrounds,,3.498138150671093e-05,
220,stainresistant,,8.185080037517669e-06,
221,affect,,1.6876614281031805e-05,0.5452292385988071
222,abdicating,,2.0298997882183678e-05,
223,kong,,8.458849100156392e-05,
224,raíz,,9.63469992401076e-06,
225,obrador,,6.997300503803141e-05,
226,teleeducation,,1.4059768923546448e-05,
227,temblors,,3.159591984289944e-05,
228,payable,,1.8239655372098973e-05,
229,theses,,1.361406323223619e-05,
230,lamenting,,2.5240251984547332e-05,
231,respond_coronavirus,,0.00019003310334128262,
232,simpsons,,1.119591774536748e-05,
233,missiondriven,,1.0801618349629238e-05,
234,mn01,,8.815828147785712e-06,
235,espalda,,9.16625287255387e-06,
236,hongkonghumanrightsanddemocracyact,,2.069151096804245e-05,
237,wegotthis,,9.771006284152332e-06,
238,grandstander,,2.5867052460876438e-05,
239,sailed,,1.7024151267111865e-05,
240,goa,,3.529346850797758e-05,
241,outofthisworld,,1.6339193841050826e-05,
242,jacki,,2.0956006315073932e-05,
243,parenthood,,8.295226976600569e-05,0.33932993382350657
244,muhlenberg,,4.117480859808117e-05,
245,gtgtgtgt,,2.504186100115541e-05,
246,bicycles,,2.2625523279715993e-05,
247,appropriateness,,2.1267915650264518e-05,
248,alderman,,2.2561360095833444e-05,
249,enjoyed,,0.0,1.1620264529756172
